"","logFC_cac1","logFC_cac2","logFC_cac3","logFC_set7","logFC_ash1"
"CM002236.1.246901.247200",-1.24226526371608,-1.49408164011088,-1.02630247413182,-0.477648079735796,-2.15328861926997
"CM002236.1.251101.251400",-0.189024707934986,-0.432717189029616,-0.493539290865651,0.0339101775701918,-2.16497808568611
"CM002236.1.257701.258000",-0.262777138255611,-0.623216501298653,-0.988368013057798,-0.436805503468845,-1.96465192166686
"CM002236.1.258001.258300",-0.0611561830675649,0.100949285657436,-0.450537218275769,-0.185781719718648,-2.23094880250985
"CM002236.1.258301.258600",-0.271552959690914,-0.576878781869817,-0.228632578679437,0.283317264822774,-1.75678565100556
"CM002236.1.258601.258900",-0.0145115395544511,0.312651891152295,-0.93445990109462,0.39806468594146,-2.02289812838206
"CM002236.1.264901.265200",0.110032329000148,-0.357174677406457,-0.726284462021868,0.49044777207151,-2.04441609043119
"CM002236.1.291901.292200",-0.327059867161042,-0.53637878744232,-1.46682832871843,0.596789212257042,-1.90214502353005
"CM002236.1.293401.293700",-0.859354765045881,-1.30446978020593,-1.2817379169199,1.43517488760045,-2.72341422804168
"CM002236.1.296701.297000",-1.25462901222563,-1.1849771486138,-2.29845801046393,0.40260669910618,-2.06117141331597
"CM002236.1.302701.303000",-0.794640212127232,-0.7182395897881,-0.786068909656897,0.444148419322496,-2.39493090254965
"CM002236.1.303001.303300",-0.0300219434181384,-0.702401834021441,-0.813318858375711,-0.110802205950347,-2.21274075730839
"CM002236.1.303301.303600",0.256535983957311,0.0301632974462652,0.450879469113863,1.09428809333498,-2.23391422605494
"CM002236.1.314701.315000",-0.173480919321939,-0.513772117079101,-0.36342717982344,0.170477952822582,-1.8040412041699
"CM002236.1.320701.321000",-0.657511637991305,-0.526945656259174,-0.811361403705223,0.00328002773137925,-1.57017408915874
"CM002236.1.329701.330000",-0.642577194255983,-0.427298679824051,-1.06645908892406,-0.150769440797224,-1.84783410253211
"CM002236.1.360001.360300",-0.554703900218854,-0.763828371803813,-0.103652992578221,0.218575217486697,-1.84104940120898
"CM002236.1.360301.360600",-0.347464160169293,0.0566785235726875,0.0982271182456962,-0.288123110047014,-1.81694211102767
"CM002236.1.393901.394200",-0.615458729364089,-0.226629335220359,-0.0270356589033836,0.0205849449099857,-2.47238131099711
"CM002236.1.397501.397800",0.224235318240399,-0.113001974903335,-0.173078661560594,0.401355827376743,-1.87450600808099
"CM002236.1.397801.398100",-0.680152381044199,-0.225448317962351,-0.160748228840718,-0.0755239996120816,-1.83399517513669
"CM002236.1.398101.398400",0.0822647217975893,-0.271171245643184,0.281642672370841,0.888920001221705,-1.76633880133368
"CM002236.1.401101.401400",-0.243182402981297,-0.359512874603613,-0.0912819622508903,0.228349367839458,-1.9501171006781
"CM002236.1.414601.414900",-0.429227804225531,-0.316384165182822,-0.571568809551258,-0.740970574040973,-2.01001620630415
"CM002236.1.449401.449700",-0.150246170222543,0.0769073092997349,-0.0451542064732145,0.659116867002491,-1.6944849037015
"CM002236.1.455401.455700",-1.12860489619514,-1.36513556822369,-1.33475247867156,-0.066827717050005,-2.55864073946147
"CM002236.1.455701.456000",-0.778817349302162,-1.37190309682109,-1.05306517458,0.591828555027112,-2.01434125482366
"CM002236.1.456901.457200",-0.710261230423792,-0.922321733119442,-0.777359730163474,0.470758114782131,-2.00274180203445
"CM002236.1.457201.457500",-0.252058126435718,-0.534357118384642,-0.50797325364595,0.833912800570715,-2.02903120623193
"CM002236.1.459001.459300",-0.730139288318947,-0.593747531561209,-0.421018952764515,0.094499391994758,-1.66070202273683
"CM002236.1.474301.474600",2.12950136455232,1.83633799831393,1.4473006159923,0.00711161831328893,3.56223235898816
"CM002236.1.480001.480300",-0.249645449072334,-0.146686044797244,-0.0160595603676948,0.137861551304402,-1.65093970892151
"CM002236.1.480601.480900",-0.463545345349316,-0.459300299108838,-0.463564881119274,-0.0417081612818249,-2.29667553137075
"CM002236.1.480901.481200",-0.331599261090831,-0.537033745736685,-0.567467938727419,0.245647125833095,-2.30333484366546
"CM002236.1.481201.481500",-0.292922863519817,-0.451076758281896,-0.566979848284281,-0.159477889287814,-1.664841486131
"CM002236.1.481501.481800",-0.595138002369291,-0.11422433961976,-0.8253701676751,0.0633927743338943,-1.79783180392691
"CM002236.1.481801.482100",-0.461307178820286,-0.706550812108479,-0.923774623875602,-0.177593628756121,-2.39753284964527
"CM002236.1.487201.487500",0.280911230647079,-0.25829894624569,-0.673308133402451,0.563978523071049,-1.94913110757989
"CM002236.1.487501.487800",0.0515730785358269,-0.117157161423648,-0.358792635329815,0.593655457153451,-1.87833876669573
"CM002236.1.487801.488100",-0.604287443164141,-0.293832676338265,-0.718091851016313,-0.244862647585044,-2.25803585069265
"CM002236.1.488401.488700",-0.611711113162154,-0.679944453584393,-1.09853615568724,-0.305889018260209,-1.92278676041385
"CM002236.1.489301.489600",-0.404788150475705,-0.715031812206561,-0.644431619418228,-0.0238902018563536,-1.67247106760089
"CM002236.1.489901.490200",-0.551964177056008,-0.480291488889732,-0.402363066846002,-0.21145733451469,-1.94754867103534
"CM002236.1.544501.544800",-0.0406391484059238,-0.0296163073413489,0.0301221406923001,0.251337066935683,-1.76109542333965
"CM002236.1.545101.545400",0.177483625884127,0.164660491147199,0.0883381671751663,0.228444405651351,-1.96133915216598
"CM002236.1.545401.545700",0.171125386202392,0.147959701629831,0.186057100189558,0.520825820368764,-1.92125585345162
"CM002236.1.546001.546300",-0.726786848765924,-0.557021185627367,-0.452598688549642,0.063644524147008,-1.73913005332282
"CM002236.1.547801.548100",-0.135124565347248,-0.0503193911586012,0.0104183488655303,0.124338901505988,-2.27032921569011
"CM002236.1.548401.548700",0.234005490222007,0.0958057936854094,0.0474812523502542,0.348376076884877,-1.740641428304
"CM002236.1.551101.551400",-0.406061430886888,-0.539126342313708,-0.0102155859906282,0.0182526624812926,-1.89695008178277
"CM002236.1.569101.569400",-0.644204650339081,-0.617931009995882,-0.583911321160481,-0.221645765508232,-1.7222115471624
"CM002236.1.584701.585000",0.284293382918934,0.190080029220351,0.184982346466107,-0.154355492413659,-2.02635933878256
"CM002236.1.585001.585300",-0.468304305640555,0.152106365495526,-0.197950454282636,0.396448117661509,-3.34428000770373
"CM002236.1.587101.587400",0.0176898126618682,-0.024250901149978,0.156269700038817,0.448897408951103,-1.81971123044517
"CM002236.1.640501.640800",-1.59265927518866,-1.44065362188997,-2.16552775343189,-0.399931134135012,-1.41600793928897
"CM002236.1.654001.654300",1.39799128083201,1.47238801305511,1.49896490698032,1.23338152591626,1.68461545500213
"CM002236.1.658201.658500",-0.250381904963362,-0.104676052808609,-0.240899851276338,-0.0115330998932324,-2.34115979311415
"CM002236.1.658501.658800",-0.0153986585140091,-0.142554170358316,0.105870046193484,0.064268412787893,-2.03717506281412
"CM002236.1.724201.724500",0.31440418818909,0.669444018408296,0.310237745420855,0.667660006105525,-1.71590841160492
"CM002236.1.751201.751500",0.978620841987792,0.969421537455515,0.604786198319885,-0.0368107062230288,2.01613221496097
"CM002236.1.761701.762000",-0.0711689149877454,-0.269106152465229,-0.123853374446981,-0.00176786905856989,-2.18725552098074
"CM002236.1.765301.765600",-0.057954061471907,-0.0525661209658074,-0.175633461422548,0.0384424870909349,-2.05202799151071
"CM002236.1.765601.765900",-0.375856896985462,-0.664889744686163,-0.486010589557758,-0.00560035707200626,-2.58664856287946
"CM002236.1.772501.772800",-0.607853452942276,-0.426146310025079,-0.319056710236648,-0.529739954503971,-2.58876154649934
"CM002236.1.793801.794100",-0.170793319553879,-0.0885913453010701,-0.100587660065128,0.245619281435071,-2.40874194606077
"CM002236.1.798301.798600",0.0366311742366469,0.103519405603236,0.644153211778887,0.180992726708644,-1.96655359282676
"CM002236.1.818101.818400",-0.850866034760964,-0.752292387900145,-0.365799934483176,-0.170585273153059,-1.95563370594616
"CM002236.1.852301.852600",-0.198307165588762,0.524593998674651,0.58365599936323,0.710744353463078,-2.04317939591684
"CM002236.1.862801.863100",-0.306659955555324,-0.375002129464874,0.126266252036172,0.183094890730124,-1.76849538456815
"CM002236.1.938701.939000",-0.208709097113028,-0.779735396181252,-1.00034246734438,0.0235891080749641,-1.58594299927301
"CM002236.1.969601.969900",-0.378549881711392,-0.343759945311454,-0.268923354879649,-0.0298441306119443,-1.83652389740462
"CM002236.1.970201.970500",-0.636725365331722,-0.387644990909487,-0.729702056386551,-0.498037870570403,-1.86149150354278
"CM002236.1.970501.970800",-0.253470196842697,-0.288493914210407,0.321127381534014,0.292234860000218,-1.96647913171168
"CM002236.1.974701.975000",-0.0545176577740219,0.256829957619036,0.375577266884582,0.63718126814866,-2.12545888058489
"CM002236.1.975001.975300",-0.38452590440604,-0.328344461601529,0.00757558982828003,0.280256397852654,-2.2031289081774
"CM002236.1.975301.975600",-0.331622304046996,-0.284308083108333,-0.254150270453627,0.0895577736559918,-2.54523320971196
"CM002236.1.975601.975900",-0.183361508057713,-0.320748066599704,-0.45541233578238,-0.0583743994199812,-2.6169450338624
"CM002236.1.984001.984300",1.94263641923568,1.83313927573119,0.997560462883285,-0.484217924582818,3.87980719624381
"CM002236.1.993301.993600",-0.589951757891567,-0.132437416494292,0.0819246303366476,0.180097284594985,-1.98327347245025
"CM002236.1.1087501.1087800",0.726719770908367,0.267204414174461,0.491752364542168,0.539158417748263,-2.22135384441058
"CM002236.1.1153201.1153500",-0.361049611141237,-0.247999624027098,-0.65289466549749,0.181570709229977,-1.65676617346912
"CM002236.1.1188001.1188300",1.25106152910786,1.29496192002468,1.36187218216821,1.4421503016616,1.81054986695133
"CM002236.1.1196401.1196700",1.69551849616416,1.57374804047558,1.56184962107998,1.03492262047874,2.35752024122093
"CM002236.1.1239301.1239600",1.95571191684534,1.89473737731122,1.74115099838862,0.690427403952135,2.50722744051627
"CM002236.1.1281301.1281600",0.119704261747151,-0.0984394902677753,0.0681267467964535,0.138314683707948,-1.73610701579944
"CM002236.1.1286101.1286400",-1.57211456746622,-1.50957932256156,-1.0342169532338,-0.412157405295134,-1.731301469471
"CM002236.1.1286401.1286700",-1.06794317451999,-0.563905421225837,-0.903392093656045,0.233614965005453,-2.03762457812338
"CM002236.1.1370401.1370700",-0.198263230896365,-0.0952614944669315,0.148474864866524,-0.00557564209891492,-1.53192589555456
"CM002236.1.1370701.1371000",-0.0772652843042828,0.334476666168969,0.249088719965001,0.366622967746925,-1.91025295591939
"CM002236.1.1374001.1374300",-0.263757224303042,-0.661745285435532,-0.676411570113188,0.18084681755882,-2.45998337753326
"CM002236.1.1374601.1374900",-0.185825473641968,-0.211847674264008,-0.456623081520718,0.084827848442364,-2.24444854810343
"CM002236.1.1375501.1375800",-0.403535857299047,-0.048740748789042,-0.297145629343175,0.190069948877989,-1.6841234263343
"CM002236.1.1375801.1376100",-0.613598586722148,-0.648858570186684,-0.00658960690031933,-0.277449991768261,-1.83896554298479
"CM002236.1.1395301.1395600",-0.772796660862598,-1.17106001121828,-1.201194256228,-0.0727515724859807,-1.78416768154912
"CM002236.1.1445101.1445400",-0.856588129167524,-0.974638666165871,-1.14893575999433,-0.543248148443557,-1.64001608715258
"CM002236.1.1445401.1445700",-1.10906643060271,-1.10843005206761,-1.04697141670648,-0.36357655737742,-2.10525325933142
"CM002236.1.1500901.1501200",-1.05208244181864,-0.154137403172952,-1.042098316971,-0.158930850686424,-2.32025302409875
"CM002236.1.1543801.1544100",-0.00859258363751349,-0.0183459326729711,-0.116178714517704,0.226425221103006,-1.83381647961812
"CM002236.1.1544101.1544400",-0.335292218274729,0.0532278538872295,-0.112914576861208,0.11253586154838,-1.9098012847199
"CM002236.1.1586401.1586700",0.734591517314598,1.14628524937856,1.39863105474052,0.735350711979244,1.81377413181095
"CM002236.1.1589101.1589400",0.350389277539093,0.215655275510759,0.308343296611209,0.802230668010437,-1.6554422170617
"CM002236.1.1597201.1597500",0.200644051474585,0.0718308316880009,-0.0865527964089309,0.0819753232518839,-2.28238361465547
"CM002236.1.1597501.1597800",0.0342066677781356,0.0109629327540775,-0.0399711036583197,0.343845743186362,-2.58140596708027
"CM002236.1.1620001.1620300",-0.977410004710563,-2.21619833966335,-2.44745817426009,0.387229377971153,-2.04109485534277
"CM002236.1.1620301.1620600",-1.31756481132404,-2.00258730653919,-2.42395156445782,0.205058449369957,-1.45338438898113
"CM002236.1.1620901.1621200",-0.756446988088126,-1.53031036995858,-1.33092647246183,0.386208073675861,-1.86011681749188
"CM002236.1.1624201.1624500",0.301748962700433,0.195552668025944,0.671595665786057,0.644570838719332,-1.60878870524273
"CM002236.1.1626301.1626600",-1.00097870502077,-0.466773590084252,-1.41831936747019,-0.336083906678693,-1.80296666934263
"CM002236.1.1627501.1627800",-0.268268246957442,-0.411198281201592,-0.530455710321511,-0.0493692105089231,-2.24471870161931
"CM002236.1.1628101.1628400",-0.221589061871615,-0.375575099981931,-0.392775936312328,-0.479884259179007,-1.75270565457451
"CM002236.1.1629301.1629600",-0.269403319747545,-0.108964330866119,-0.3706481677207,0.039849259173378,-2.10734299200585
"CM002236.1.1629601.1629900",-0.505153556937735,-0.545790645230695,0.0619412047736058,0.322324585489006,-2.01525279119697
"CM002236.1.1683301.1683600",1.25583154567679,0.715941622352052,0.565011021372395,0.215186161297953,1.57979116409586
"CM002236.1.1742701.1743000",-0.00471832743331255,0.0849619927642717,0.100980346866359,0.532521328273503,-1.85373574001909
"CM002236.1.1743001.1743300",-0.424810011792637,0.0027710556751794,-0.660154414563059,0.164358797493783,-2.0581883265625
"CM002236.1.1764601.1764900",-0.483924295860206,-0.0576073851296312,-0.416925292620323,0.064293981503345,-1.70099882035871
"CM002236.1.1765201.1765500",-0.337920747710483,-0.499716210001979,-0.456980795525399,-0.00868733097436991,-1.96685676327302
"CM002236.1.1768201.1768500",-0.571375578447926,-0.69315079237556,-0.999804822713539,0.00646292556304239,-1.84094338210051
"CM002236.1.1770301.1770600",-1.68085287880111,-1.95036160781895,-2.57517323494551,0.516261447562988,-1.45205438604067
"CM002236.1.1770601.1770900",-1.72110207017563,-1.44889899989422,-2.16096606030402,0.509327235584094,-1.46930608610733
"CM002236.1.1806901.1807200",-0.171128476951864,0.1085340467218,0.307318571746627,0.0885316541270399,-1.68080202130182
"CM002236.1.1807501.1807800",-0.474253936006829,-0.500213753153388,-0.0912703456546626,0.274332017345588,-1.67210099551801
"CM002236.1.1816201.1816500",0.116124074957594,-0.0561204866299472,0.188352082236521,0.717862881863071,-2.16251285524491
"CM002236.1.1819201.1819500",-0.105605656458362,0.164161973117117,0.198637087839441,0.474489719946753,-1.56199191503878
"CM002236.1.1820101.1820400",-0.191316754461545,-0.909648786242186,-0.467523699686872,0.37578301227775,-1.90112294034979
"CM002236.1.1820701.1821000",-0.759914066781408,-0.282832045564577,-0.0372677119034556,-0.548113070612101,-1.70573691787075
"CM002236.1.1828801.1829100",2.26981129825079,1.64231981329417,2.21465721801961,2.28524507401965,2.6754923910069
"CM002236.1.1853701.1854000",-0.329786352061995,-0.210527207025539,-0.0931866879360773,-0.18647156566475,-1.49572142298705
"CM002236.1.1857301.1857600",-4.7376700886849,0.159303414938207,-0.280461461448218,-1.35447801500843,-9.98139466797076
"CM002236.1.1857601.1857900",-4.42625207247123,-0.066140067897346,-0.093815156806565,-0.743919071367188,-6.61788573470414
"CM002236.1.1857901.1858200",-5.18422988076513,0.392147162552458,0.241966959760948,-3.18554701720237,-6.85917657747483
"CM002236.1.1859101.1859400",-5.55910965771311,-0.406486054522519,-0.102611817901481,-0.871592406075116,-10.2230881211902
"CM002236.1.1859401.1859700",-4.40088001574142,-0.119187440350711,-0.176540296732012,-1.04379086775447,-10.3128936125347
"CM002236.1.1859701.1860000",-4.89407696374577,0.185644478761633,0.615067346310926,-0.723018952315076,-9.91255152902384
"CM002236.1.1860001.1860300",-5.43446282150785,-0.359360835470336,-0.826699032492942,-1.06129781781888,-10.0622437652992
"CM002236.1.1860901.1861200",-6.42182604508153,-0.282384631297292,0.0441057403690197,-0.502841902723383,-9.57182009473187
"CM002236.1.1861501.1861800",-4.51035227721774,0.56765857699698,0.637359179595417,0.650901565552328,-8.60872601187054
"CM002236.1.1861801.1862100",-4.7055674897818,0.576506196156737,0.63437113299399,1.46496617419034,-7.88874061817183
"CM002236.1.1866601.1866900",-1.33025340374881,-1.03658876775967,-0.760568425294549,-0.150859026091276,-2.66953771057279
"CM002236.1.1866901.1867200",-1.58224603536902,-0.992447641449887,-0.85068606580325,0.555958731968692,-2.51625160002537
"CM002236.1.1955101.1955400",0.583569591041884,-0.082376850377401,0.254599375881326,-2.23013719191394,2.48738272261637
"CM002236.1.1978201.1978500",-0.491010597920086,-0.026346500195999,-0.400186867169169,-0.181525525909825,-1.91619602087755
"CM002236.1.2023501.2023800",-0.469244362307938,-0.2664450393304,-0.437147670305448,0.13602088549084,-1.8495615566915
"CM002236.1.2025601.2025900",-0.428969005501143,-0.345306492379178,-0.0661752036198937,0.198180058488294,-2.00110091031976
"CM002236.1.2028901.2029200",-0.188128528245937,-0.0035898696678313,-0.139756834269163,0.488854981892903,-1.67413686657297
"CM002236.1.2077201.2077500",2.17506962186734,0.988681813596892,1.04891149176487,1.51255199467202,3.30520279024516
"CM002236.1.2088601.2088900",1.4395012880149,0.843888759578237,0.775833492522668,0.306499400029841,2.87498234241372
"CM002236.1.2097901.2098200",-0.565442592716516,-0.446153959932174,-0.600621404012559,-0.573011294507098,-1.96034983778933
"CM002236.1.2098201.2098500",0.326654301953419,0.117869244179786,0.00478300686685626,0.313758629698356,-1.68518443175287
"CM002236.1.2098501.2098800",0.335616921229975,0.616738133553603,0.0800363695385524,0.924688947985783,-2.03587973460467
"CM002236.1.2099401.2099700",0.134803024850294,0.0597857307330589,-0.288732761543745,-0.160664074521794,-1.5935673076501
"CM002236.1.2102401.2102700",-0.177939897674416,0.0278908688116626,0.0107632255345182,-1.32883281323398,-1.71296432020208
"CM002236.1.2111101.2111400",1.42494738557304,1.09187931703452,0.0551968186410749,-0.9132724137808,2.7993692708686
"CM002236.1.2124901.2125200",1.47359794158694,0.845107549209002,1.61108627863971,-0.305361388116166,3.06194409075935
"CM002236.1.2133001.2133300",-0.722425700377578,-0.149326508727826,-0.139215957329775,0.169649101629435,-2.3696197903917
"CM002236.1.2133301.2133600",-0.222945324228809,-0.0770842480414791,0.489341548392314,0.119471251382837,-2.00030020068639
"CM002236.1.2142301.2142600",1.85039645496759,2.05924688161621,1.64978569282574,0.527126555667925,3.6513993743893
"CM002236.1.2183101.2183400",0.0957569010420097,0.486046486483673,-0.234793228379911,0.293730072461472,-1.5827206167238
"CM002236.1.2185201.2185500",0.195324269088919,-0.097076594548734,-0.0170780050173642,0.259319107248285,-2.30767127612764
"CM002236.1.2189401.2189700",-0.511154378801735,-0.544721894856483,-0.251397748163712,-0.178593857875955,-2.65309768515041
"CM002236.1.2189701.2190000",-0.114447967335053,-0.320300425044303,-0.243412977616755,-0.141015112205843,-2.80694871310131
"CM002236.1.2190001.2190300",-0.357029112685097,-0.143144596186738,-0.0507692670314836,0.109162349235215,-2.33195134399016
"CM002236.1.2210101.2210400",-0.39911097643324,-0.445083776953516,-0.834636700147511,0.300863909907247,-2.30735333092469
"CM002236.1.2210401.2210700",-0.191779779011307,-0.15895964197099,-0.611040324422926,0.706242949415474,-2.2848311463169
"CM002236.1.2210701.2211000",-0.622585358296221,-0.653559071956482,-0.6113184109517,-0.0232324754659543,-1.99271488920527
"CM002236.1.2231101.2231400",-0.193391102662201,-0.319194075410159,-0.438395255871683,0.0108832492655293,-1.69384541044105
"CM002236.1.2232001.2232300",-0.676127939680328,-0.676931858776876,-0.533419654489596,0.129110015405792,-1.82988327009484
"CM002236.1.2244001.2244300",0.22148980889534,-0.142080447916055,0.0637384938957882,-1.76230912843523,2.54932569796659
"CM002236.1.2257801.2258100",-0.30482480910469,-0.406019940889238,0.0582870274988964,0.13112858228949,-2.06174540250632
"CM002236.1.2270101.2270400",0.105607644921337,-0.0531068170618384,0.075134193425933,0.358834259988961,-1.80035940950925
"CM002236.1.2345701.2346000",-0.570934704915702,-0.300690698005788,-0.570676304035057,-0.200745969573056,-1.88525217022956
"CM002236.1.2346301.2346600",0.0358058318119358,0.17662637362892,0.21361765285876,0.156052079824932,-1.67287468251033
"CM002236.1.2346601.2346900",-0.61890366691318,-0.3535616912862,0.0408857087311423,0.423174638543168,-2.07205272720067
"CM002236.1.2365201.2365500",-0.605167380411509,-0.535764697936081,-0.59164882832665,0.142505413664044,-1.76589436301879
"CM002236.1.2365801.2366100",-0.0274681580736373,-0.452425379701757,-0.239183256092309,0.393486212880557,-2.07466945320995
"CM002236.1.2366401.2366700",0.351907722473421,0.378856039142029,0.420564189551883,0.603175720637056,-1.55834887047997
"CM002236.1.2374801.2375100",-0.0303129290362628,0.383453467135347,0.182167385609593,-0.0712695522115182,-2.40823123920269
"CM002236.1.2375101.2375400",0.536333089957037,0.253691195363646,0.325530312930664,0.09873954130227,-2.73108812056673
"CM002236.1.2375401.2375700",0.288840595437519,0.0779437920118128,0.515112445566098,0.527485455394808,-2.6241940742847
"CM002236.1.2426401.2426700",-0.293569262578072,-0.0717693584315562,0.0159154918536685,-0.05465920755211,-1.98986349435366
"CM002236.1.2426701.2427000",0.0846598280928348,0.173971980233554,0.189707197443606,0.161762498630506,-2.42898095406362
"CM002236.1.2481601.2481900",-0.252084879907002,-0.302238690130387,-0.683402933803367,-0.156354346621368,-1.77628756209378
"CM002236.1.2485501.2485800",-0.0121034585738174,-0.204685841864556,0.277237468160601,0.584752113188113,-1.98444537572861
"CM002236.1.2486101.2486400",-0.419454357860123,-0.0393757641226832,0.141352176894767,-0.0716507491340081,-2.19532617651728
"CM002236.1.2486401.2486700",-0.488356351661846,-0.445977003108412,-0.0552698166719523,-0.209797831713034,-2.3112168224911
"CM002236.1.2487001.2487300",0.317114203409902,0.0594239046575314,0.213072900866991,0.175769599285832,-1.55141350675236
"CM002236.1.2489401.2489700",0.269466554488751,0.191273237119711,0.384191228286642,0.50944433401346,-1.72221653510481
"CM002236.1.2493901.2494200",-0.0345356480150945,0.208914468247158,-0.408372333452536,0.222213251238791,-1.75351524665876
"CM002236.1.2494501.2494800",0.0723030535570492,0.0229538040665203,-0.367510800153809,0.219553349320336,-2.1647606573612
"CM002236.1.2532001.2532300",-0.0102085208975887,-0.056040193633521,-0.104672219378856,0.217991490250563,-1.60405177433887
"CM002236.1.2532301.2532600",0.0470316024476283,-0.19179504735398,0.0214002343516526,0.0174857231333605,-2.34582941191361
"CM002236.1.2532901.2533200",-0.00934349545355855,-0.206902761936743,-0.461759578602123,-0.172694509356147,-2.15166122519694
"CM002236.1.2533501.2533800",-0.138016286734556,0.0387230368513467,-0.155719188926034,0.103706369835173,-1.90914675800728
"CM002236.1.2540701.2541000",-0.434953923895935,-0.622446377224337,-0.464580166055168,0.331171530667673,-2.13663707414968
"CM002236.1.2541001.2541300",-0.0686990226797189,-0.0526121108558536,-0.191586884595586,0.629566250122254,-1.97431237104396
"CM002236.1.2583301.2583600",2.12630130288238,2.84034777119954,1.8767718564661,1.83642913711154,3.5010717612943
"CM002236.1.2588401.2588700",0.392069815303898,0.217040709933635,0.113601855511749,0.275348999583868,-2.65553957874422
"CM002236.1.2589001.2589300",0.173003684300921,0.294101514600495,0.250864184603857,0.291965209054687,-2.26962984599868
"CM002236.1.2589901.2590200",0.107283323657913,0.0948858647642322,0.160595797703399,0.701391658278635,-2.09109034929431
"CM002236.1.2603701.2604000",-0.0611347148434511,-0.00603102822940333,0.036687636225285,0.827796105406657,-1.55529068138386
